show_id,type,title,country,release_year,rating,listed_in,description
s6071,Movie,The Aerial,Argentina,2007,TV-MA,Sci-Fi & Fantasy,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change."
s3032,Movie,Into the Forest,Canada,2015,R,Sci-Fi & Fantasy,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
s643,Movie,Awe,India,2018,TV-MA,Sci-Fi & Fantasy,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
s889,Movie,Bhavesh Joshi Superhero,India,2018,TV-14,Sci-Fi & Fantasy,"When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice."
s5072,Movie,Rainbow Jelly,India,2018,TV-14,Sci-Fi & Fantasy,"Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes."
s6242,Movie,The Congress,Israel,2013,TV-MA,Sci-Fi & Fantasy,Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.
s4750,Movie,Pan's Labyrinth,Mexico,2006,R,Sci-Fi & Fantasy,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.
s1505,Movie,Cosmos Laundromat: First Cycle,Netherlands,2015,TV-MA,Sci-Fi & Fantasy,"Despondent on a desolate island, a suicidal sheep is thrown a lifeline by a quirky salesman, who offers him the gift of a lifetime."
s4123,Movie,Mirage,Spain,2018,TV-MA,Sci-Fi & Fantasy,"A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back."
s7367,Movie,Up Among  The Stars,Spain,2018,TV-MA,Sci-Fi & Fantasy,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
s4679,Movie,Orbiter 9,Spain,2017,TV-14,Sci-Fi & Fantasy,A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.
s958,Movie,Black Mirror: Bandersnatch,United States,2018,TV-MA,Sci-Fi & Fantasy,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
s609,Movie,At First Light,Canada,2018,TV-14,Sci-Fi & Fantasy,"After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her."
s206,Movie,A Monster Calls,United Kingdom,2016,PG-13,Sci-Fi & Fantasy,"Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster."
s5160,Movie,Rememory,United Kingdom,2017,PG-13,Sci-Fi & Fantasy,"A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers."
s152,Movie,A Boy Called Po,United States,2016,PG,Sci-Fi & Fantasy,"After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying."
s1981,Movie,Elizabeth Harvest,United States,2019,R,Sci-Fi & Fantasy,"When a young newlywed enters the one chamber in her husband’s mansion that’s off-limits, she faces the horrifying consequences of defying the rules."
s3047,Movie,IO,United States,2019,TV-14,Sci-Fi & Fantasy,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
s542,Movie,Anon,United Kingdom,2018,TV-MA,Sci-Fi & Fantasy,"In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records."
s6933,Movie,The Titan,United Kingdom,2018,TV-MA,Sci-Fi & Fantasy,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man."
s935,Movie,Bird Box,United States,2018,R,Sci-Fi & Fantasy,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
s5482,Movie,See You Yesterday,United States,2019,TV-MA,Sci-Fi & Fantasy,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past."
s2975,Movie,In the Shadow of the Moon,United States,2019,TV-MA,Sci-Fi & Fantasy,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
s2024,Movie,Errementari: The Blacksmith and the Devil,Spain,2018,TV-MA,Sci-Fi & Fantasy,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore."
s7632,Movie,Winchester,Australia,2018,PG-13,Sci-Fi & Fantasy,The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.
s638,Movie,Await Further Instructions,United Kingdom,2018,TV-MA,Sci-Fi & Fantasy,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV."
s2044,Movie,Event Horizon,United Kingdom,1997,R,Sci-Fi & Fantasy,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened."
s1619,Movie,Dark Skies,United States,2013,PG-13,Sci-Fi & Fantasy,A couple has trouble convincing friends and neighbors that an alien is entering their house each night to terrorize their children.
s1728,Movie,Devil's Gate,Canada,2017,TV-MA,Sci-Fi & Fantasy,"Seeking a missing woman in North Dakota, an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister."
s603,Movie,Assimilate,United States,2019,TV-MA,Sci-Fi & Fantasy,A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.
s1229,Movie,Carriers,United States,2009,PG-13,Sci-Fi & Fantasy,"As a lethal virus spreads globally, four friends seek a reputed plague-free haven. But while avoiding the infected, the travelers turn on one another."
s5941,Movie,Sweetheart,United States,2019,PG-13,Sci-Fi & Fantasy,A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.
s6300,Movie,The Diabolical,United States,2015,TV-MA,Sci-Fi & Fantasy,"Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help."
s563,Movie,Apollo 18,United States,2011,PG-13,Sci-Fi & Fantasy,"This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon."
s15,Movie,3022,United States,2019,R,Sci-Fi & Fantasy,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds."
s6333,Movie,The Endless,United States,2017,TV-MA,Sci-Fi & Fantasy,"As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
s2267,Movie,Freaks,United States,2018,R,Sci-Fi & Fantasy,"Hidden away by her eccentric father, a mysterious young girl uncovers frightening truths when she starts to make contact with the outside world."
s6986,Movie,The Wandering Earth,China,2019,TV-MA,Sci-Fi & Fantasy,A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.
s2465,Movie,Golden Time,Japan,2013,TV-Y,Sci-Fi & Fantasy,"In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard."
s1973,Movie,Elephants Dream 4 Hour,Netherlands,2006,TV-MA,Sci-Fi & Fantasy,"Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short."
s319,Movie,Aerials,United Arab Emirates,2016,TV-14,Sci-Fi & Fantasy,Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.
s2897,Movie,I Am Mother,Australia,2019,TV-PG,Sci-Fi & Fantasy,"Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human."
s4108,Movie,MindGamers,Austria,2017,R,Sci-Fi & Fantasy,"Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment."
s630,Movie,Automata,Bulgaria,2014,R,Sci-Fi & Fantasy,"In a dystopian future, an insurance adjuster for a tech company investigates a robot killed for violating protocol and discovers a global conspiracy."
s583,Movie,ARQ,Canada,2016,TV-MA,Sci-Fi & Fantasy,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity."
s2969,Movie,In Paradox,Kuwait,2019,TV-14,Sci-Fi & Fantasy,"On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity."
s6485,Movie,The Incident,Mexico,2014,TV-MA,Sci-Fi & Fantasy,"Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected."
s3807,Movie,Lucid Dream,South Korea,2017,TV-MA,Sci-Fi & Fantasy,"After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams."
s7022,Movie,The Worthy,United Arab Emirates,2016,TV-MA,Sci-Fi & Fantasy,"In the near future, with civilization a thing of the past, a man puts his family in peril when he reluctantly lets outsiders into his compound."
s2932,Movie,IBOY,United Kingdom,2017,TV-MA,Sci-Fi & Fantasy,"When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge."
s83,Movie,2036 Origin Unknown,United Kingdom,2018,TV-14,Sci-Fi & Fantasy,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery."
s4992,Movie,Prospect,Canada,2018,R,Sci-Fi & Fantasy,A father and daughter travel to an alien moon in search of a valuable gem but are forced to alter their plans when a nefarious outlaw gets involved.
s7595,Movie,White Chamber,United Kingdom,2018,TV-MA,Sci-Fi & Fantasy,"When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess."
s7187,Movie,Transcendence,United Kingdom,2014,PG-13,Sci-Fi & Fantasy,Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.
s4299,Movie,Mute,United Kingdom,2018,TV-MA,Sci-Fi & Fantasy,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
s3517,Movie,Lady in the Water,United States,2006,PG-13,Sci-Fi & Fantasy,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home."
s5489,Movie,Selfless,United States,2015,PG-13,Sci-Fi & Fantasy,"A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin."
s5993,Movie,TAU,United States,2018,R,Sci-Fi & Fantasy,"Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison."
s6164,Movie,The Box,United States,2009,PG-13,Sci-Fi & Fantasy,A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
s6870,Movie,The Signal,United States,2014,PG-13,Sci-Fi & Fantasy,"During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert."
s3427,Movie,Knowing,United States,2009,PG-13,Sci-Fi & Fantasy,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
s6614,Movie,The Longest Yard,United States,1974,R,Sports Movies,Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.
s5064,Movie,Raging Bull,United States,1980,R,Sports Movies,"This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons."
s6699,Movie,The Natural,United States,1984,PG,Sports Movies,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.
s2543,Movie,Grizzlies,Canada,2018,R,Sports Movies,A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.
s2989,Movie,Indian Horse,Canada,2017,TV-MA,Sports Movies,"Stripped of his heritage at a residential school, an indigenous student finds refuge on the rink when he discovers a passion for hockey."
s61,Movie,12 ROUND GUN,United States,2017,TV-MA,Sports Movies,"Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch."
s449,Movie,Amateur,United States,2018,TV-MA,Sports Movies,"After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports."
s2186,Movie,First Match,United States,2018,TV-MA,Sports Movies,A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.
s6173,Movie,The Brawler,United States,2019,TV-MA,Sports Movies,"Newly famous after challenging Muhammad Ali for a championship title, boxer Chuck Wepner spirals down the slippery slope of being a celebrity."
s6944,Movie,The Tribes of Palos Verdes,United States,2017,R,Sports Movies,"When a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager Medina finds solace in surfing."
s7653,Movie,Wolves,United States,2016,R,Sports Movies,A promising high school basketball player has his eye on an Ivy League scholarship. But his father's secret addictions could ruin everything.
s5880,Movie,Summer of '92,Denmark,2015,TV-MA,Sports Movies,"When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape."
s6499,Movie,The International Player,Egypt,2009,TV-14,Sports Movies,"A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory."
s4040,Movie,Mercenary,France,2016,TV-MA,Sports Movies,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success."
s5740,Movie,Sparring,France,2017,TV-MA,Sports Movies,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.
s648,Movie,Azhar,India,2016,TV-14,Sports Movies,"This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s."
s763,Movie,Bathinda Express,India,2016,TV-14,Sports Movies,An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.
s1596,Movie,Dangal,India,2016,TV-PG,Sports Movies,A once-promising wrestler pursues the gold medal he never won by training two of his daughters to compete at the Commonwealth Games.
s3108,Movie,Jada,India,2019,TV-14,Sports Movies,"Wishing to settle an old score, a promising soccer player defies his coach’s wishes and leads his team to participate in a violent form of the sport."
s3288,Movie,Kai Po Che!,India,2013,TV-MA,Sports Movies,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
s3357,Movie,Khido Khundi,India,2018,TV-14,Sports Movies,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
s3720,Movie,Lorai: Play to Live,India,2015,TV-14,Sports Movies,"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area."
s3973,Movie,Mary Kom,India,2014,TV-PG,Sports Movies,The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing.
s4790,Movie,Patiala House,India,2011,TV-PG,Sports Movies,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
s5723,Movie,Soorma,India,2018,TV-14,Sports Movies,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.
s7158,Movie,Torbaaz,India,2020,TV-MA,Sports Movies,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport."
s100,Movie,3 Heroines,Indonesia,2016,TV-PG,Sports Movies,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s1167,Movie,Cahaya Dari Timur Beta Maluku,Indonesia,2014,TV-14,Sports Movies,"After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed."
s6648,Movie,The Match,Italy,2020,TV-MA,Sports Movies,"One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons."
s7308,Movie,Ultras,Italy,2020,TV-MA,Sports Movies,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.
s5773,Movie,Sprinter,Jamaica,2018,TV-MA,Sports Movies,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course."
s773,Movie,Bayonet,Mexico,2019,TV-MA,Sports Movies,"Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring."
s3370,Movie,Kid Kulafu,Philippines,2015,TV-14,Sports Movies,"Growing up in poverty and political turmoil, he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic."
s55,Movie,100 Meters,Portugal,2016,TV-MA,Sports Movies,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help."
s7457,Movie,Wadjda,Saudi Arabia,2012,PG,Sports Movies,A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.
s2478,Movie,Good Game: The Beginning,Turkey,2018,TV-14,Sports Movies,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
s48,Movie,1 Mile to You,United States,2017,TV-14,Sports Movies,"After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach."
s1077,Movie,Brampton's Own,United States,2018,TV-MA,Sports Movies,"After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend."
s5752,Movie,SPF-18,United States,2017,PG-13,Sports Movies,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.
s1094,Movie,Breath,Australia,2018,TV-MA,Sports Movies,"In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears."
s297,Movie,Across The Line,Canada,2015,TV-MA,Sports Movies,"A black high school student sets his sights for the National Hockey League, but rising racial tensions in his community may jeopardize his goals."
s838,Movie,Bennett's War,United States,2019,PG-13,Sports Movies,A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.
s977,Movie,Bleed for This,United States,2016,R,Sports Movies,"After a devastating injury derails his career, scrappy world champion boxer Vinny Pazienza determines to make an against-all-odds comeback."
s2730,Movie,High Flying Bird,United States,2019,TV-MA,Sports Movies,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
s3043,Movie,Invictus,United States,2009,PG-13,Sports Movies,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa."
s3515,Movie,Lady Driver,United States,2019,PG,Sports Movies,"When a rebellious teen searches for her unknown roots, it leads her to the sport of dirt track racing and a discovery she didn't expect."
s5042,Movie,Quiet Victory: The Charlie Wedemeyer Story,United States,1988,TV-PG,Sports Movies,"When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled."
s5247,Movie,Rocky II,United States,1979,PG,Sports Movies,"Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed."
s5248,Movie,Rocky III,United States,1982,PG,Sports Movies,"After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form."
s5249,Movie,Rocky IV,United States,1985,PG,Sports Movies,"Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed."
s5250,Movie,Rocky V,United States,1990,PG-13,Sports Movies,"Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer."
s6143,Movie,The Bleeder,United States,2016,R,Sports Movies,"Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa."
s6349,Movie,The Fighter,United States,2010,R,Sports Movies,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist."
s6573,Movie,The Last Whistle,United States,2019,PG,Sports Movies,"After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style."
s7231,Movie,Triumph of the Heart,United States,1991,TV-PG,Sports Movies,"This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career."
s1439,Movie,Coach Carter,United States,2005,PG-13,Sports Movies,Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.
s1677,Movie,Deathgrip,United Kingdom,2017,TV-MA,Sports Movies,Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.
s20,Movie,'89,United Kingdom,2017,TV-PG,Sports Movies,"Mixing old footage with interviews, this is the story of Arsenal's improbable win versus Liverpool in the final moments of the 1989 championship game."
s3149,Movie,Jenny Slate: Stage Fright,United States,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
s7081,Movie,Tig,United States,2015,TV-14,Stand-Up Comedy & Talk Shows,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.
s2359,Movie,Garfunkel and Oates: Trying to be Special,United States,2016,TV-MA,Stand-Up Comedy & Talk Shows,Garfunkel and Oates put on a surprise-filled show in Seattle in hopes of raising enough money to make their own comedy special.
s5143,Movie,Reggie Watts: Spatial,United States,2016,TV-MA,Stand-Up Comedy & Talk Shows,"The comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures."
s345,Movie,Agustín Aristarán: Soy Rada,Argentina,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine."
s2149,Movie,Fernando Sanjiao: Hombre,Argentina,2018,TV-MA,Stand-Up Comedy & Talk Shows,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.
s2538,Movie,Grego Rossello: Disculpe las molestias,Argentina,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more."
s3806,Movie,Luciano Mellera: Infantiloide,Argentina,2018,TV-14,Stand-Up Comedy & Talk Shows,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
s3886,Movie,Malena Pichot: Estupidez compleja,Argentina,2018,TV-MA,Stand-Up Comedy & Talk Shows,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner."
s5453,Movie,Sebastián Marcelo Wainraich,Argentina,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Argentine comedian Sebastián Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings."
s7127,Movie,Todo lo que sería Lucas Lauriente,Argentina,2018,TV-MA,Stand-Up Comedy & Talk Shows,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals."""
s2599,Movie,Hannah Gadsby: Douglas,Australia,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Hannah Gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter."
s2600,Movie,Hannah Gadsby: Nanette,Australia,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
s7375,Movie,Urzila Carlson: Overqualified Loser,Australia,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers."
s321,Movie,Afonso Padilha: Classless,Brazil,2020,TV-MA,Stand-Up Comedy & Talk Shows,Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.
s1926,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Brazil,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
s2145,Movie,Felipe Neto: My Life Makes No Sense,Brazil,2017,TV-MA,Stand-Up Comedy & Talk Shows,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special."
s3653,Movie,Liss Pereira: Reteniendo líquidos,Brazil,2019,TV-14,Stand-Up Comedy & Talk Shows,"A pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships."
s3935,Movie,Marco Luque: Tamo Junto,Brazil,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies."
s3994,Movie,Maurício Meirelles: Generating Chaos,Brazil,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Comedian Maurício Meirelles explores his chaotic mind with scathingly funny views on family, prejudices, turtles and more in this stand-up special."
s5063,Movie,Rafinha Bastos: Ultimatum,Brazil,2018,TV-MA,Stand-Up Comedy & Talk Shows,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again."
s7045,Movie,Thiago Ventura: POKAS,Brazil,2020,TV-MA,Stand-Up Comedy & Talk Shows,"In a rollicking special, Thiago Ventura jokes about life in the hood, social issues and more, explaining how actions speak louder than words."
s7591,Movie,Whindersson Nunes: Adult,Brazil,2019,TV-MA,Stand-Up Comedy & Talk Shows,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.
s221,Movie,A Russell Peters Christmas,Canada,2011,NR,Stand-Up Comedy & Talk Shows,"Inspired by the variety shows of the 1970s, ""A Russell Peters Christmas"" is a sweet, silly, sentimental and, most of all, funny Christmas special."
s3957,Movie,"Martin Matte: La vie, la mort...eh la la..!",Canada,2019,TV-14,Stand-Up Comedy & Talk Shows,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special."
s2087,Movie,Fabrizio Copano: Solo pienso en mi,Chile,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more."
s3124,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,Chile,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex."
s4416,Movie,Natalia Valdebenito: El especial,Chile,2018,TV-MA,Stand-Up Comedy & Talk Shows,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women."
s376,Movie,Alejandro Riaño: Especial de stand up,Colombia,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers."
s569,Movie,Arango y Sanint: Ríase el show,Colombia,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera."
s5198,Movie,Ricardo Quevedo: Hay gente así,Colombia,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more."
s1607,Movie,Dany Boon: Des Hauts De France,France,2018,TV-MA,Stand-Up Comedy & Talk Shows,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
s2090,Movie,Fadily Camara : La plus drôle de tes copines,France,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris."
s2119,Movie,Fary Is the New Black,France,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special."
